Timestamp (s),GPU Frame Time (ms),CPU Frame Time (ms),Draw Calls,Video Memory (MB),FPS
25.753,12.280,17.189,10,244.58,67.0
25.861,11.954,17.189,10,244.58,67.0
25.968,11.708,17.189,10,244.58,67.0
26.072,11.479,16.289,10,244.58,72.0
26.177,11.626,16.289,10,244.58,72.0
26.279,11.457,16.289,10,244.58,72.0
26.388,11.757,16.289,8,244.58,72.0
26.494,11.959,16.289,8,244.58,72.0
26.603,12.064,16.289,8,244.58,72.0
26.711,11.868,16.289,8,244.58,72.0
26.821,12.123,16.289,8,244.58,72.0
26.929,11.972,16.289,8,244.58,72.0
27.040,11.995,13.896,8,244.58,75.0
27.149,12.002,13.896,8,244.58,75.0
27.258,12.043,13.896,8,244.58,75.0
27.370,11.980,13.896,8,244.58,75.0
27.482,12.127,13.896,8,244.58,75.0
27.590,12.115,13.896,8,244.58,75.0
27.700,12.118,13.896,10,244.58,75.0
27.808,11.811,13.896,10,244.58,75.0
27.914,11.638,13.896,10,244.58,75.0
28.020,11.693,15.867,10,244.58,73.0
28.125,11.699,15.867,10,244.58,73.0
28.237,11.793,15.867,10,244.58,73.0
28.350,11.679,15.867,10,244.58,73.0
28.455,11.542,15.867,10,244.58,73.0
28.561,11.505,15.867,10,244.58,73.0
28.664,11.649,15.867,10,244.58,73.0
28.769,11.606,15.867,10,244.58,73.0
28.874,11.727,15.867,10,244.58,73.0
28.980,11.892,15.867,10,244.58,73.0
29.089,11.731,17.251,10,244.58,75.0
29.199,12.147,17.251,10,244.58,75.0
29.308,12.166,17.251,10,244.58,75.0
29.424,12.482,17.251,10,244.58,75.0
29.537,12.878,17.251,10,244.58,75.0
29.644,13.817,17.251,7,244.58,75.0
29.758,14.549,17.251,7,244.58,75.0
29.872,14.573,17.251,7,244.58,75.0
29.988,15.140,17.251,7,244.58,75.0
30.093,15.469,15.708,7,244.58,67.0
30.195,15.592,15.708,7,244.58,67.0
30.300,15.894,15.708,7,244.58,67.0
30.411,15.841,15.708,7,244.58,67.0
30.516,15.720,15.708,7,244.58,67.0
30.623,16.211,15.708,7,244.58,67.0
30.729,15.979,15.708,7,244.58,67.0
30.835,16.309,15.708,7,244.58,67.0
30.944,16.995,15.708,7,244.58,67.0
31.051,16.270,18.729,7,244.58,57.0
31.160,16.566,18.729,7,244.58,57.0
31.266,15.131,18.729,10,244.58,57.0
31.368,14.505,18.729,10,244.58,57.0
31.463,14.194,18.729,10,244.58,57.0
31.577,15.300,18.729,10,244.58,57.0
31.688,13.934,18.729,8,244.58,57.0
31.801,14.536,18.729,7,244.58,57.0
31.913,14.199,18.729,7,244.58,57.0
32.027,14.666,17.633,7,244.58,60.0
32.141,14.642,17.633,7,244.58,60.0
32.256,13.974,17.633,7,244.58,60.0
32.369,13.866,17.633,7,244.58,60.0
32.478,13.817,17.633,7,244.58,60.0
32.591,13.788,17.633,7,244.58,60.0
32.696,13.682,17.633,7,244.58,60.0
32.805,13.702,17.633,7,244.58,60.0
32.912,13.403,17.633,7,244.58,60.0
33.019,13.545,16.412,7,244.58,63.0
33.126,13.627,16.412,7,244.58,63.0
33.236,13.411,16.412,7,244.58,63.0
33.347,13.396,16.412,7,244.58,63.0
33.452,13.487,16.412,7,244.58,63.0
33.559,13.502,16.412,7,244.58,63.0
33.669,14.084,16.412,7,244.58,63.0
33.777,14.278,16.412,7,244.58,63.0
33.889,14.427,16.412,7,244.58,63.0
34.004,14.868,16.412,10,244.58,63.0
34.124,15.774,19.665,10,244.58,64.0
34.234,17.533,19.665,10,244.58,64.0
34.349,17.028,19.665,10,244.58,64.0
34.467,17.553,19.665,10,244.58,64.0
34.582,17.271,19.665,10,244.58,64.0
34.700,17.348,19.665,10,244.58,64.0
34.815,17.015,19.665,10,244.58,64.0
34.928,16.838,19.665,10,244.58,64.0
35.041,17.130,20.424,10,244.58,53.0
35.155,17.401,20.424,10,244.58,53.0
35.269,16.998,20.424,10,244.58,53.0
35.383,17.056,20.424,10,244.58,53.0
35.498,16.771,20.424,10,244.58,53.0
35.609,16.998,20.424,10,244.58,53.0
35.722,16.932,20.424,10,244.58,53.0
35.835,17.097,20.424,10,244.58,53.0
35.949,17.479,20.424,10,244.58,53.0
36.063,17.718,19.848,10,244.58,53.0
36.178,16.966,19.848,10,244.58,53.0
36.293,17.145,19.848,10,244.58,53.0
36.407,17.529,19.848,10,244.58,53.0
36.521,16.634,19.848,7,244.58,53.0
36.629,15.930,19.848,7,244.58,53.0
36.734,15.376,19.848,7,244.58,53.0
36.835,15.421,19.848,7,244.58,53.0
36.937,15.424,19.848,7,244.58,53.0
37.057,15.336,19.116,7,244.58,55.0
37.176,14.957,19.116,7,244.58,55.0
37.279,15.626,19.116,7,244.58,55.0
37.384,15.383,19.116,7,244.58,55.0
37.488,15.363,19.116,7,244.58,55.0
37.593,15.197,19.116,7,244.58,55.0
37.702,14.744,19.116,10,244.58,55.0
37.791,15.037,19.116,10,244.58,55.0
37.906,14.704,19.116,10,244.58,55.0
38.027,14.839,17.059,10,244.58,59.0
38.135,14.829,17.059,10,244.58,59.0
38.255,14.261,17.059,10,244.58,59.0
38.370,14.209,17.059,10,244.58,59.0
38.490,14.167,17.059,10,244.58,59.0
38.599,14.251,17.059,10,244.58,59.0
38.708,14.103,17.059,10,244.58,59.0
38.821,14.251,17.059,10,244.58,59.0
38.945,14.144,17.059,10,244.58,59.0
