Timestamp (s),GPU Frame Time (ms),CPU Frame Time (ms),Draw Calls,Video Memory (MB),FPS
27.014,0.000,28.743,10,244.58,51.0
27.126,0.000,19.873,10,244.58,60.0
27.237,0.000,19.873,10,244.58,60.0
27.338,0.000,19.873,10,244.58,60.0
27.438,0.000,19.873,10,244.58,60.0
27.539,0.000,19.873,10,244.58,60.0
27.654,0.000,19.873,10,244.58,60.0
27.769,0.000,19.873,10,244.58,60.0
27.884,0.000,19.873,10,244.58,60.0
27.997,0.000,19.873,10,244.58,60.0
28.106,0.000,22.523,10,244.58,58.0
28.205,0.000,22.523,10,244.58,58.0
28.307,0.000,22.523,10,244.58,58.0
28.406,0.000,22.523,10,244.58,58.0
28.520,0.000,22.523,10,244.58,58.0
28.633,0.000,22.523,10,244.58,58.0
28.749,0.000,22.523,10,244.58,58.0
28.865,0.000,22.523,10,244.58,58.0
28.982,0.000,22.523,10,244.58,58.0
29.102,0.000,20.028,10,244.58,59.0
29.214,0.000,20.028,10,244.58,59.0
29.326,0.000,20.028,10,244.58,59.0
29.438,0.000,20.028,10,244.58,59.0
29.550,0.000,20.028,10,244.58,59.0
29.664,0.000,20.028,10,244.58,59.0
29.774,0.000,20.028,10,244.58,59.0
29.887,0.000,20.028,10,244.58,59.0
30.004,0.000,20.028,10,244.58,59.0
30.119,0.000,19.177,10,244.58,62.0
30.231,0.000,19.177,10,244.58,62.0
30.344,0.000,19.177,10,244.58,62.0
30.458,0.000,19.177,10,244.58,62.0
30.570,0.000,19.177,10,244.58,62.0
30.681,0.000,19.177,10,244.58,62.0
30.794,0.000,19.177,10,244.58,62.0
30.906,0.000,19.177,10,244.58,62.0
31.021,0.000,19.049,10,244.58,62.0
31.134,0.000,19.049,10,244.58,62.0
31.248,0.000,19.049,10,244.58,62.0
31.363,0.000,19.049,10,244.58,62.0
31.476,0.000,19.049,10,244.58,62.0
31.589,0.000,19.049,10,244.58,62.0
31.701,0.000,19.049,10,244.58,62.0
31.814,0.000,19.049,10,244.58,62.0
31.928,0.000,19.049,10,244.58,62.0
32.046,0.000,19.381,10,244.58,62.0
32.159,0.000,19.381,10,244.58,62.0
32.272,0.000,19.381,10,244.58,62.0
32.385,0.000,19.381,10,244.58,62.0
32.498,0.000,19.381,10,244.58,62.0
32.617,0.000,19.381,10,244.58,62.0
32.728,0.000,19.381,10,244.58,62.0
32.826,0.000,19.381,10,244.58,62.0
32.939,0.000,19.381,10,244.58,62.0
33.059,0.000,25.272,10,244.58,55.0
33.175,0.000,25.272,10,244.58,55.0
33.289,0.000,25.272,10,244.58,55.0
33.405,0.000,25.272,10,244.58,55.0
33.526,0.000,25.272,10,244.58,55.0
33.653,0.000,25.272,10,244.58,55.0
33.747,0.000,25.272,10,244.58,55.0
33.863,0.000,25.272,10,244.58,55.0
33.979,0.000,25.272,10,244.58,55.0
34.102,0.000,26.803,10,244.58,54.0
34.204,0.000,26.803,10,244.58,54.0
34.307,0.000,26.803,10,244.58,54.0
34.420,0.000,26.803,10,244.58,54.0
34.520,0.000,26.803,10,244.58,54.0
34.634,0.000,26.803,10,244.58,54.0
34.749,0.000,26.803,10,244.58,54.0
34.865,0.000,26.803,10,244.58,54.0
34.979,0.000,26.803,10,244.58,54.0
35.099,0.000,21.849,10,244.58,59.0
35.212,0.000,21.849,10,244.58,59.0
35.327,0.000,21.849,10,244.58,59.0
35.437,0.000,21.849,10,244.58,59.0
35.540,0.000,21.849,10,244.58,59.0
35.644,0.000,21.849,10,244.58,59.0
35.749,0.000,21.849,10,244.58,59.0
35.853,0.000,21.849,10,244.58,59.0
35.961,0.000,21.849,10,244.58,59.0
36.070,0.000,20.892,10,244.58,56.0
36.183,0.000,20.892,10,244.58,56.0
36.293,0.000,20.892,10,244.58,56.0
36.401,0.000,20.892,10,244.58,56.0
36.506,0.000,20.892,10,244.58,56.0
36.606,0.000,20.892,10,244.58,56.0
36.707,0.000,20.892,10,244.58,56.0
36.824,0.000,20.892,10,244.58,56.0
36.925,0.000,20.892,10,244.58,56.0
37.027,0.000,19.151,10,244.58,57.0
37.131,0.000,19.151,9,244.58,57.0
37.234,0.000,19.151,8,244.58,57.0
37.337,0.000,19.151,8,244.58,57.0
37.438,0.000,19.151,8,244.58,57.0
37.540,0.000,19.151,8,244.58,57.0
37.642,0.000,19.151,8,244.58,57.0
37.746,0.000,19.151,8,244.58,57.0
37.851,0.000,19.151,8,244.58,57.0
37.951,0.000,19.151,8,244.58,57.0
38.053,0.000,17.335,9,244.58,58.0
38.156,0.000,17.335,9,244.58,58.0
38.257,0.000,17.335,9,244.58,58.0
38.356,0.000,17.335,9,244.58,58.0
38.473,0.000,17.335,9,244.58,58.0
38.589,0.000,17.335,9,244.58,58.0
38.706,0.000,17.335,9,244.58,58.0
38.826,0.000,17.335,9,244.58,58.0
38.927,0.000,17.335,9,244.58,58.0
39.029,0.000,17.828,9,244.58,60.0
39.133,0.000,17.828,9,244.58,60.0
39.237,0.000,17.828,9,244.58,60.0
39.348,0.000,17.828,9,244.58,60.0
39.466,0.000,17.828,9,244.58,60.0
39.565,0.000,17.828,9,244.58,60.0
39.680,0.000,17.828,9,244.58,60.0
39.796,0.000,17.828,9,244.58,60.0
39.914,0.000,17.828,9,244.58,60.0
40.029,0.000,18.429,10,244.58,61.0
40.147,0.000,18.429,10,244.58,61.0
40.266,0.000,18.429,10,244.58,61.0
40.370,0.000,18.429,7,244.58,61.0
40.482,0.000,18.429,7,244.58,61.0
40.591,0.000,18.429,7,244.58,61.0
40.696,0.000,18.429,7,244.58,61.0
40.802,0.000,18.429,7,244.58,61.0
40.907,0.000,18.429,7,244.58,61.0
41.012,0.000,18.429,7,244.58,61.0
41.120,0.000,18.276,7,244.58,63.0
41.226,0.000,18.276,7,244.58,63.0
41.334,0.000,18.276,7,244.58,63.0
41.436,0.000,18.276,7,244.58,63.0
41.541,0.000,18.276,7,244.58,63.0
41.649,0.000,18.276,7,244.58,63.0
41.757,0.000,18.276,7,244.58,63.0
41.865,0.000,18.276,7,244.58,63.0
41.973,0.000,18.276,7,244.58,63.0
42.082,0.000,17.400,10,244.58,65.0
42.193,0.000,17.400,10,244.58,65.0
42.301,0.000,17.400,10,244.58,65.0
42.409,0.000,17.400,10,244.58,65.0
42.518,0.000,17.400,10,244.58,65.0
42.627,0.000,17.400,10,244.58,65.0
42.735,0.000,17.400,10,244.58,65.0
42.840,0.000,17.400,10,244.58,65.0
42.941,0.000,17.400,10,244.58,65.0
43.045,0.000,15.961,10,244.58,66.0
43.147,0.000,15.961,10,244.58,66.0
43.253,0.000,15.961,10,244.58,66.0
43.358,0.000,15.961,10,244.58,66.0
43.464,0.000,15.961,10,244.58,66.0
43.579,0.000,15.961,10,244.58,66.0
43.684,0.000,15.961,10,244.58,66.0
43.788,0.000,15.961,10,244.58,66.0
43.892,0.000,15.961,10,244.58,66.0
43.996,0.000,15.961,10,244.58,66.0
44.101,0.000,18.390,10,244.58,72.0
44.210,0.000,18.390,10,244.58,72.0
44.317,0.000,18.390,10,244.58,72.0
44.425,0.000,18.390,10,244.58,72.0
44.533,0.000,18.390,10,244.58,72.0
44.643,0.000,18.390,10,244.58,72.0
44.753,0.000,18.390,10,244.58,72.0
44.868,0.000,18.390,10,244.58,72.0
44.978,0.000,18.390,10,244.58,72.0
45.089,0.000,17.517,10,244.58,64.0
45.196,0.000,17.517,10,244.58,64.0
45.306,0.000,17.517,10,244.58,64.0
45.410,0.000,17.517,10,244.58,64.0
45.514,0.000,17.517,10,244.58,64.0
45.615,0.000,17.517,10,244.58,64.0
45.716,0.000,17.517,10,244.58,64.0
45.820,0.000,17.517,10,244.58,64.0
45.923,0.000,17.517,10,244.58,64.0
46.027,0.000,17.602,10,244.58,67.0
46.131,0.000,17.602,10,244.58,67.0
46.240,0.000,17.602,10,244.58,67.0
46.346,0.000,17.602,10,244.58,67.0
46.450,0.000,17.602,10,244.58,67.0
46.556,0.000,17.602,10,244.58,67.0
46.660,0.000,17.602,10,244.58,67.0
46.765,0.000,17.602,10,244.58,67.0
46.873,0.000,17.602,10,244.58,67.0
46.979,0.000,17.602,10,244.58,67.0
47.087,0.000,16.833,10,244.58,66.0
47.195,0.000,16.833,10,244.58,66.0
47.307,0.000,16.833,10,244.58,66.0
47.413,0.000,16.833,10,244.58,66.0
47.518,0.000,16.833,10,244.58,66.0
47.624,0.000,16.833,10,244.58,66.0
47.731,0.000,16.833,10,244.58,66.0
47.837,0.000,16.833,10,244.58,66.0
47.944,0.000,16.833,10,244.58,66.0
48.053,0.000,17.696,10,244.58,65.0
48.160,0.000,17.696,10,244.58,65.0
48.273,0.000,17.696,10,244.58,65.0
48.382,0.000,17.696,10,244.58,65.0
48.491,0.000,17.696,10,244.58,65.0
48.597,0.000,17.696,10,244.58,65.0
48.707,0.000,17.696,10,244.58,65.0
48.816,0.000,17.696,10,244.58,65.0
48.925,0.000,17.696,10,244.58,65.0
49.029,0.000,17.411,10,244.58,65.0
49.132,0.000,17.411,10,244.58,65.0
49.238,0.000,17.411,9,244.58,65.0
49.338,0.000,17.411,7,244.58,65.0
49.441,0.000,17.411,7,244.58,65.0
49.554,0.000,17.411,7,244.58,65.0
49.667,0.000,17.411,7,244.58,65.0
49.780,0.000,17.411,7,244.58,65.0
49.892,0.000,17.411,7,244.58,65.0
50.005,0.000,17.411,7,244.58,65.0
50.119,0.000,15.768,7,244.58,69.0
50.235,0.000,15.768,7,244.58,69.0
50.338,0.000,15.768,7,244.58,69.0
50.437,0.000,15.768,7,244.58,69.0
50.537,0.000,15.768,7,244.58,69.0
50.636,0.000,15.768,7,244.58,69.0
50.736,0.000,15.768,7,244.58,69.0
50.836,0.000,15.768,7,244.58,69.0
50.936,0.000,15.768,7,244.58,69.0
51.036,0.000,15.810,7,244.58,70.0
51.136,0.000,15.810,7,244.58,70.0
51.240,0.000,15.810,7,244.58,70.0
51.337,0.000,15.810,7,244.58,70.0
51.435,0.000,15.810,7,244.58,70.0
51.534,0.000,15.810,7,244.58,70.0
51.635,0.000,15.810,7,244.58,70.0
51.733,0.000,15.810,7,244.58,70.0
51.845,0.000,15.810,7,244.58,70.0
51.958,0.000,15.810,7,244.58,70.0
52.072,0.000,16.795,7,244.58,70.0
52.186,0.000,16.795,7,244.58,70.0
52.305,0.000,16.795,7,244.58,70.0
52.404,0.000,16.795,7,244.58,70.0
52.503,0.000,16.795,7,244.58,70.0
52.603,0.000,16.795,7,244.58,70.0
52.703,0.000,16.795,7,244.58,70.0
52.804,0.000,16.795,7,244.58,70.0
52.903,0.000,16.795,7,244.58,70.0
53.004,0.000,16.795,7,244.58,70.0
53.103,0.000,16.792,7,244.58,70.0
53.203,0.000,16.792,7,244.58,70.0
53.308,0.000,16.792,7,244.58,70.0
53.408,0.000,16.792,7,244.58,70.0
53.506,0.000,16.792,7,244.58,70.0
53.606,0.000,16.792,7,244.58,70.0
53.710,0.000,16.792,7,244.58,70.0
53.823,0.000,16.792,7,244.58,70.0
53.923,0.000,16.792,7,244.58,70.0
54.022,0.000,18.524,7,244.58,70.0
54.126,0.000,18.524,7,244.58,70.0
54.226,0.000,18.524,7,244.58,70.0
54.328,0.000,18.524,7,244.58,70.0
54.429,0.000,18.524,7,244.58,70.0
54.530,0.000,18.524,7,244.58,70.0
54.631,0.000,18.524,7,244.58,70.0
54.732,0.000,18.524,7,244.58,70.0
54.832,0.000,18.524,7,244.58,70.0
54.933,0.000,18.524,7,244.58,70.0
55.033,0.000,16.491,7,244.58,69.0
55.132,0.000,16.491,7,244.58,69.0
55.235,0.000,16.491,7,244.58,69.0
55.335,0.000,16.491,7,244.58,69.0
55.434,0.000,16.491,7,244.58,69.0
55.536,0.000,16.491,7,244.58,69.0
55.643,0.000,16.491,7,244.58,69.0
55.745,0.000,16.491,7,244.58,69.0
55.847,0.000,16.491,7,244.58,69.0
55.950,0.000,16.491,7,244.58,69.0
56.049,0.000,16.675,7,244.58,69.0
56.152,0.000,16.675,7,244.58,69.0
56.255,0.000,16.675,7,244.58,69.0
56.356,0.000,16.675,7,244.58,69.0
56.455,0.000,16.675,7,244.58,69.0
56.555,0.000,16.675,7,244.58,69.0
56.653,0.000,16.675,7,244.58,69.0
56.750,0.000,16.675,7,244.58,69.0
56.848,0.000,16.675,7,244.58,69.0
56.958,0.000,16.675,7,244.58,69.0
57.069,0.000,16.957,9,244.58,71.0
57.180,0.000,16.957,10,244.58,71.0
57.296,0.000,16.957,10,244.58,71.0
57.408,0.000,16.957,10,244.58,71.0
57.520,0.000,16.957,10,244.58,71.0
57.633,0.000,16.957,10,244.58,71.0
57.745,0.000,16.957,10,244.58,71.0
57.857,0.000,16.957,10,244.58,71.0
57.969,0.000,16.957,10,244.58,71.0
58.081,0.000,16.681,10,244.58,71.0
58.192,0.000,16.681,10,244.58,71.0
58.307,0.000,16.681,10,244.58,71.0
58.415,0.000,16.681,10,244.58,71.0
58.522,0.000,16.681,10,244.58,71.0
58.632,0.000,16.681,10,244.58,71.0
58.750,0.000,16.681,10,244.58,71.0
58.862,0.000,16.681,10,244.58,71.0
58.973,0.000,16.681,10,244.58,71.0
59.085,0.000,17.615,10,244.58,71.0
59.197,0.000,17.615,10,244.58,71.0
59.299,0.000,17.615,10,244.58,71.0
59.410,0.000,17.615,10,244.58,71.0
59.520,0.000,17.615,10,244.58,71.0
59.631,0.000,17.615,10,244.58,71.0
59.743,0.000,17.615,10,244.58,71.0
59.854,0.000,17.615,10,244.58,71.0
59.961,0.000,17.615,10,244.58,71.0
60.065,0.000,16.160,10,244.58,72.0
60.170,0.000,16.160,10,244.58,72.0
60.279,0.000,16.160,10,244.58,72.0
60.385,0.000,16.160,10,244.58,72.0
60.491,0.000,16.160,10,244.58,72.0
60.597,0.000,16.160,10,244.58,72.0
60.705,0.000,16.160,10,244.58,72.0
60.815,0.000,16.160,10,244.58,72.0
60.929,0.000,16.160,10,244.58,72.0
61.040,0.000,15.717,10,244.58,75.0
61.144,0.000,15.717,10,244.58,75.0
61.238,0.000,15.717,10,244.58,75.0
61.339,0.000,15.717,10,244.58,75.0
61.444,0.000,15.717,7,244.58,75.0
61.556,0.000,15.717,7,244.58,75.0
61.673,0.000,15.717,7,244.58,75.0
61.792,0.000,15.717,7,244.58,75.0
61.897,0.000,15.717,7,244.58,75.0
62.001,0.000,15.717,7,244.58,75.0
62.107,0.000,14.678,7,244.58,74.0
62.214,0.000,14.678,7,244.58,74.0
62.324,0.000,14.678,7,244.58,74.0
62.435,0.000,14.678,7,244.58,74.0
62.544,0.000,14.678,7,244.58,74.0
62.649,0.000,14.678,7,244.58,74.0
62.750,0.000,14.678,7,244.58,74.0
62.848,0.000,14.678,7,244.58,74.0
62.964,0.000,14.678,7,244.58,74.0
63.077,0.000,14.344,7,244.58,76.0
63.194,0.000,14.344,7,244.58,76.0
63.303,0.000,14.344,7,244.58,76.0
63.415,0.000,14.344,7,244.58,76.0
63.523,0.000,14.344,7,244.58,76.0
63.631,0.000,14.344,7,244.58,76.0
63.744,0.000,14.344,7,244.58,76.0
63.844,0.000,14.344,7,244.58,76.0
63.944,0.000,14.344,7,244.58,76.0
64.045,0.000,18.593,7,244.58,76.0
64.160,0.000,18.593,7,244.58,76.0
64.276,0.000,18.593,7,244.58,76.0
64.386,0.000,18.593,7,244.58,76.0
64.496,0.000,18.593,7,244.58,76.0
64.600,0.000,18.593,7,244.58,76.0
64.704,0.000,18.593,7,244.58,76.0
64.809,0.000,18.593,7,244.58,76.0
64.910,0.000,18.593,7,244.58,76.0
65.014,0.000,18.593,7,244.58,76.0
65.117,0.000,15.385,7,244.58,72.0
65.223,0.000,15.385,7,244.58,72.0
65.348,0.000,15.385,7,244.58,72.0
65.455,0.000,15.385,7,244.58,72.0
65.569,0.000,15.385,7,244.58,72.0
65.685,0.000,15.385,7,244.58,72.0
65.813,0.000,15.385,7,244.58,72.0
65.920,0.000,15.385,7,244.58,72.0
66.019,0.000,18.210,7,244.58,60.0
66.128,0.000,18.210,7,244.58,60.0
66.248,0.000,18.210,7,244.58,60.0
66.367,0.000,18.210,7,244.58,60.0
66.480,0.000,18.210,10,244.58,60.0
66.585,0.000,18.210,10,244.58,60.0
66.697,0.000,18.210,10,244.58,60.0
66.810,0.000,18.210,10,244.58,60.0
66.921,0.000,18.210,10,244.58,60.0
67.034,0.000,17.020,10,244.58,66.0
67.149,0.000,17.020,10,244.58,66.0
67.261,0.000,17.020,10,244.58,66.0
67.376,0.000,17.020,10,244.58,66.0
67.488,0.000,17.020,10,244.58,66.0
67.601,0.000,17.020,10,244.58,66.0
67.711,0.000,17.020,10,244.58,66.0
67.823,0.000,17.020,10,244.58,66.0
67.936,0.000,17.020,10,244.58,66.0
68.052,0.000,14.743,8,244.58,71.0
68.150,0.000,14.743,7,244.58,71.0
68.264,0.000,14.743,7,244.58,71.0
68.371,0.000,14.743,7,244.58,71.0
68.472,0.000,14.743,7,244.58,71.0
68.573,0.000,14.743,7,244.58,71.0
68.675,0.000,14.743,7,244.58,71.0
68.780,0.000,14.743,7,244.58,71.0
68.880,0.000,14.743,7,244.58,71.0
68.981,0.000,14.743,7,244.58,71.0
69.081,0.000,17.253,7,244.58,69.0
69.179,0.000,17.253,7,244.58,69.0
69.278,0.000,17.253,7,244.58,69.0
69.382,0.000,17.253,7,244.58,69.0
69.493,0.000,17.253,7,244.58,69.0
69.605,0.000,17.253,7,244.58,69.0
69.721,0.000,17.253,7,244.58,69.0
69.835,0.000,17.253,7,244.58,69.0
69.949,0.000,17.253,7,244.58,69.0
70.188,0.000,16.825,7,244.58,70.0
